complaint_text,category,priority,location,date
No water supply since 1 week.,Supply,High,Rajajinagar,2025-12-26
Drinking water is contaminated in KR Puram.,Contamination,Medium,KR Puram,2026-02-22
watr suply is vry bad in Hebbal.,Supply,Medium,Hebbal,2026-01-15
charandi block agide Marathahalli nalli.,Drainage,Medium,Marathahalli,2026-02-26
water colour is black.,Contamination,High,HSR Layout,2025-12-31
Drinking water is contaminated in KR Puram.,Contamination,Medium,KR Puram,2025-12-08
ಕಾವೇರಿ ನೀರು ಬರುತ್ತಿಲ್ಲ.,Supply,Medium,Yelahanka,2025-12-10
sewage neeru rastege bartide.,Drainage,High,KR Puram,2026-01-04
neeralli kachara barthide.,Contamination,Medium,Whitefield,2026-01-06
ನೀರು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ ಮತ್ತು ಹಳದಿಯಾಗಿದೆ.,Contamination,Low,Rajajinagar,2026-01-09
sewage mix agide neeru jote.,Contamination,Medium,Hebbal,2026-02-12
The public drain is choked and overflowing heavily.,Drainage,High,HSR Layout,2026-01-22
neeru sari yagi supply agthilla.,Supply,Medium,Indiranagar,2025-12-16
Please clear the blocked drainage near HSR Layout.,Drainage,Medium,HSR Layout,2026-03-03
sewage mix agide neeru jote.,Contamination,Medium,Indiranagar,2026-02-17
charandi block agide Marathahalli nalli.,Drainage,Medium,Marathahalli,2026-01-19
ನೀರಿನ ಸಮಯ ಸರಿಯಾಗಿ ಪಾಲಿಸುತ್ತಿಲ್ಲ.,Supply,Medium,Electronic City,2025-12-30
Electronic City ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,Electronic City,2026-02-18
neeru barthilla nam manege.,Supply,High,Indiranagar,2026-03-03
no suply of watr since today.,Supply,Medium,HSR Layout,2025-12-27
"No leakage, just a few drops coming out in Indiranagar.",Leakage,Low,Indiranagar,2026-02-01
drain is flul of grabage.,Drainage,Medium,Marathahalli,2025-12-22
Please clear the blocked drainage near Whitefield.,Drainage,Medium,Whitefield,2025-12-16
manhole open ide mattu overflow agthide.,Drainage,Medium,Indiranagar,2026-02-12
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,Indiranagar,2025-12-14
neeru barthilla nam manege.,Supply,High,KR Puram,2026-03-04
Taps are leaking continuously.,Leakage,Medium,Yelahanka,2026-01-18
charandi block agide KR Puram nalli.,Drainage,Medium,KR Puram,2025-12-20
charandi block agide Jayanagar nalli.,Drainage,Medium,Jayanagar,2026-01-09
Water is not safe for drinking today.,Contamination,Medium,Rajajinagar,2025-12-21
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,Indiranagar,2026-01-03
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,Indiranagar,2025-12-30
Water supply illa today inda.,Supply,High,Hebbal,2026-02-16
Yelahanka ಹತ್ತಿರ ಮುಖ್ಯ ಪೈಪ್‌ನಿಂದ ನೀರು ಸೋರುತ್ತಿದೆ.,Leakage,Medium,Yelahanka,2026-02-05
"ಕೇವಲ ಹನಿಗಳು ಮಾತ್ರ ಬರುತ್ತಿವೆ, ದೊಡ್ಡ ಸೋರಿಕೆ ಇಲ್ಲ Marathahalli.",Leakage,Low,Marathahalli,2026-01-02
Not enough water pressure to reach the overhead tank.,Supply,Low,KR Puram,2026-01-19
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,Rajajinagar,2026-01-13
Hebbal ನಲ್ಲಿ ನಿರಂತರ ನೀರು ಸೋರಿಕೆ.,Leakage,Medium,Hebbal,2025-12-08
manhole open ide mattu overflow agthide.,Drainage,Medium,Electronic City,2025-12-10
ನೀರಿನ ಸಮಯ ಸರಿಯಾಗಿ ಪಾಲಿಸುತ್ತಿಲ್ಲ.,Supply,Medium,Rajajinagar,2025-12-08
"swalpa leak agtide, just drops Yelahanka hatra.",Leakage,Low,Yelahanka,2026-01-25
no suply of watr since 1 week.,Supply,Low,Indiranagar,2025-12-12
Drinking water is contaminated in Yelahanka.,Contamination,Medium,Yelahanka,2026-02-16
Continuous water leakage in our area Hebbal.,Leakage,Medium,Hebbal,2026-02-24
The water is brown and has particles in it.,Contamination,Medium,HSR Layout,2026-01-22
Sewage water entering the road.,Drainage,Medium,Whitefield,2025-12-22
Continuous water leakage in our area Marathahalli.,Leakage,Medium,Marathahalli,2025-12-27
"ಕಸದಿಂದ ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ, ದಯವಿಟ್ಟು ಸ್ವಚ್ಛಗೊಳಿಸಿ.",Drainage,Medium,KR Puram,2026-02-15
ನೀರು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ ಮತ್ತು ಹಳದಿಯಾಗಿದೆ.,Contamination,Low,Whitefield,2026-01-24
Continuous water leakage in our area Electronic City.,Leakage,Medium,Electronic City,2025-12-30
Huge water leak at Hebbal.,Leakage,Medium,Hebbal,2025-12-13
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,Whitefield,2026-01-06
getting dirty water for drinking.,Contamination,Medium,Whitefield,2025-12-16
pype brst at Yelahanka.,Leakage,Medium,Yelahanka,2026-02-18
ನೀರಿನಲ್ಲಿ ಕಸ ಮತ್ತು ಮಣ್ಣು ಬರುತ್ತಿದೆ.,Contamination,Medium,HSR Layout,2026-01-25
ನೀರು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ ಮತ್ತು ಹಳದಿಯಾಗಿದೆ.,Contamination,Low,Marathahalli,2026-01-12
Hebbal ನಲ್ಲಿ ನಿರಂತರ ನೀರು ಸೋರಿಕೆ.,Leakage,Medium,Hebbal,2026-01-29
We are not getting water in KR Puram.,Supply,Medium,KR Puram,2026-01-03
leakage problem since 2 days in Marathahalli.,Leakage,High,Marathahalli,2026-02-08
neeru leak agthide Yelahanka hatra.,Leakage,Medium,Yelahanka,2026-03-01
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,Indiranagar,2026-01-01
HSR Layout ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,HSR Layout,2026-01-26
neeru leak agthide KR Puram hatra.,Leakage,Medium,KR Puram,2026-01-18
"Minor leak, only drops coming out from the pipe at HSR Layout.",Leakage,Low,HSR Layout,2026-01-20
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,HSR Layout,2026-01-07
watr suply is vry bad in Yelahanka.,Supply,Medium,Yelahanka,2025-12-31
manhole open ide mattu overflow agthide.,Drainage,Medium,Rajajinagar,2026-01-05
ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆಯಲ್ಲಿ ಹರಿಯುತ್ತಿದೆ HSR Layout.,Leakage,Medium,HSR Layout,2026-01-16
We are not getting water in Whitefield.,Supply,Medium,Whitefield,2026-01-22
neeru sari yagi supply agthilla.,Supply,High,KR Puram,2025-12-07
manhole open ide mattu overflow agthide.,Drainage,Medium,Rajajinagar,2025-12-16
neeru leak agthide KR Puram hatra.,Leakage,Medium,KR Puram,2026-02-10
Drinking water is contaminated in HSR Layout.,Contamination,Medium,HSR Layout,2026-01-23
water colour is black.,Contamination,High,Electronic City,2026-03-03
neeralli kachara barthide.,Contamination,Medium,Indiranagar,2025-12-25
Manhole is open and overflowing.,Drainage,High,Yelahanka,2025-12-17
pype brst at Indiranagar.,Leakage,Medium,Indiranagar,2026-02-19
Mosquitoes increasing because of drainage leak.,Drainage,Medium,Yelahanka,2026-02-24
Water is not safe for drinking today.,Contamination,Medium,Indiranagar,2026-02-11
neeru sari yagi supply agthilla.,Supply,Low,Electronic City,2026-01-24
The water is brown and has particles in it.,Contamination,Medium,Rajajinagar,2026-02-16
Electronic City ನಲ್ಲಿ ನಿರಂತರ ನೀರು ಸೋರಿಕೆ.,Leakage,Medium,Electronic City,2026-01-19
Broken pipe causing flooding near Indiranagar.,Leakage,Medium,Indiranagar,2026-01-06
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,Marathahalli,2026-01-20
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,Marathahalli,2026-02-07
"kudiyoke agalla, neeru halagide.",Contamination,High,Whitefield,2026-02-20
"KR Puram ನಲ್ಲಿ ಪೈಪ್ ಒಡೆದಿದೆ, ನೀರು ಪೋಲಾಗುತ್ತಿದೆ.",Leakage,High,KR Puram,2026-01-10
"ನಮ್ಮ ಮನೆಗೆ ನೀರು ಬರುತ್ತಿಲ್ಲ, ದಯವಿಟ್ಟು ಗಮನಿಸಿ.",Supply,Medium,HSR Layout,2025-12-22
KR Puram ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,KR Puram,2026-01-07
We are not getting water in Indiranagar.,Supply,Medium,Indiranagar,2026-02-10
Water is muddy and unhygienic.,Contamination,Medium,HSR Layout,2026-01-22
Foul odor coming from the supplied water.,Contamination,Medium,Yelahanka,2026-01-25
Not enough water pressure to reach the overhead tank.,Supply,Low,KR Puram,2026-01-26
last night ಇಂದ ನೀರು ಬಂದಿಲ್ಲ.,Supply,High,Rajajinagar,2025-12-10
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,KR Puram,2026-02-24
full kachara tumbide drain nalli.,Drainage,Medium,Yelahanka,2026-02-13
Water supply is very erratic in our area.,Supply,Medium,Indiranagar,2026-02-21
"ಕೇವಲ ಹನಿಗಳು ಮಾತ್ರ ಬರುತ್ತಿವೆ, ದೊಡ್ಡ ಸೋರಿಕೆ ಇಲ್ಲ Yelahanka.",Leakage,Low,Yelahanka,2025-12-22
manhole open ide mattu overflow agthide.,Drainage,Medium,Jayanagar,2026-02-27
Low water pressure today.,Supply,Low,KR Puram,2026-01-29
Water dripping from the street valve near HSR Layout.,Leakage,Medium,HSR Layout,2026-02-01
no suply of watr since 1 week.,Supply,High,Indiranagar,2025-12-24
watr suply is vry bad in Electronic City.,Supply,Medium,Electronic City,2026-02-15
neeru leak agthide Yelahanka hatra.,Leakage,Medium,Yelahanka,2025-12-12
Water dripping from the street valve near Rajajinagar.,Leakage,Low,Rajajinagar,2026-01-03
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,Jayanagar,2025-12-07
"Pipe burst in Jayanagar, water is everywhere.",Leakage,High,Jayanagar,2026-03-04
"Water timing is not followed, please fix.",Supply,Low,Hebbal,2026-02-10
"ನಮ್ಮ ಮನೆಗೆ ನೀರು ಬರುತ್ತಿಲ್ಲ, ದಯವಿಟ್ಟು ಗಮನಿಸಿ.",Supply,Medium,Jayanagar,2025-12-17
"kudiyoke agalla, neeru halagide.",Contamination,High,Indiranagar,2025-12-31
Water is leaking from the main pipe near Whitefield.,Leakage,Medium,Whitefield,2025-12-30
The water is brown and has particles in it.,Contamination,Medium,Indiranagar,2025-12-20
water stagnation due to blocked drainage.,Drainage,Low,Yelahanka,2025-12-06
"Pipe burst in Electronic City, water is everywhere.",Leakage,High,Electronic City,2026-01-15
neeru barthilla nam manege.,Supply,High,Indiranagar,2025-12-27
Marathahalli ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,Marathahalli,2026-02-26
getting dirty water for drinking.,Contamination,Medium,Electronic City,2025-12-29
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,HSR Layout,2025-12-13
"Water timing is not followed, please fix.",Supply,Low,HSR Layout,2026-02-17
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,HSR Layout,2025-12-17
ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆಯಲ್ಲಿ ಹರಿಯುತ್ತಿದೆ Indiranagar.,Leakage,Medium,Indiranagar,2026-02-11
Huge water leak at Whitefield.,Leakage,Medium,Whitefield,2026-01-19
vasane bartide neerinda Rajajinagar.,Contamination,Low,Rajajinagar,2025-12-11
Mosquitoes increasing because of drainage leak.,Drainage,Medium,Indiranagar,2025-12-30
Pipe is cracked and leaking water at Electronic City.,Leakage,Medium,Electronic City,2026-02-01
neeru full black agide HSR Layout nalli.,Contamination,High,HSR Layout,2025-12-20
"Gutter is blocked, very bad smell.",Drainage,Low,Marathahalli,2026-01-28
water pipe odedide Yelahanka nalli.,Leakage,High,Yelahanka,2025-12-30
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,HSR Layout,2026-01-31
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,Indiranagar,2026-01-15
Manhole is open and overflowing.,Drainage,High,HSR Layout,2026-01-08
Taps are leaking continuously.,Leakage,Medium,Yelahanka,2026-02-02
leakage problem since 2 days in Marathahalli.,Leakage,High,Marathahalli,2026-02-12
full kachara tumbide drain nalli.,Drainage,Medium,Electronic City,2025-12-29
Electronic City ನಲ್ಲಿ ನಿರಂತರ ನೀರು ಸೋರಿಕೆ.,Leakage,Medium,Electronic City,2026-02-17
There is a severe water leak at the intersection in Yelahanka.,Leakage,Medium,Yelahanka,2026-03-04
Water supply illa last night inda.,Supply,High,Indiranagar,2026-01-18
HSR Layout ಹತ್ತಿರ ಮುಖ್ಯ ಪೈಪ್‌ನಿಂದ ನೀರು ಸೋರುತ್ತಿದೆ.,Leakage,Medium,HSR Layout,2025-12-28
"main pipe break agide, neeru raste mele bartide Jayanagar.",Leakage,Medium,Jayanagar,2026-02-13
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,Hebbal,2025-12-06
KR Puram ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,KR Puram,2025-12-10
"Drainage block agide, vasane barthide Electronic City.",Drainage,Medium,Electronic City,2025-12-13
neeru leak agthide Indiranagar hatra.,Leakage,Medium,Indiranagar,2026-01-02
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Hebbal,2026-02-14
sewage mix agide neeru jote.,Contamination,Medium,Electronic City,2026-03-05
Whitefield ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Whitefield,2026-02-24
vasane bartide neerinda Jayanagar.,Contamination,Low,Jayanagar,2026-02-14
sewage mix agide neeru jote.,Contamination,Medium,Whitefield,2026-02-05
"ಕಸದಿಂದ ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ, ದಯವಿಟ್ಟು ಸ್ವಚ್ಛಗೊಳಿಸಿ.",Drainage,Medium,Jayanagar,2026-01-09
manhole open ide mattu overflow agthide.,Drainage,Medium,Hebbal,2026-01-20
neeru leak agthide Jayanagar hatra.,Leakage,Medium,Jayanagar,2025-12-29
"Water wastage due to a leak at HSR Layout, please fix immediately.",Leakage,High,HSR Layout,2025-12-07
ಕಾವೇರಿ ನೀರು ಬರುತ್ತಿಲ್ಲ.,Supply,Medium,Jayanagar,2026-01-23
"Pipe burst in Rajajinagar, water is everywhere.",Leakage,High,Rajajinagar,2026-01-07
water colour is black.,Contamination,High,KR Puram,2026-03-02
Please clear the blocked drainage near Marathahalli.,Drainage,Medium,Marathahalli,2025-12-23
Water supply is very erratic in our area.,Supply,Medium,KR Puram,2026-01-17
Continuous water leakage in our area Hebbal.,Leakage,Medium,Hebbal,2026-02-17
ನೀರಿನ ಸಮಯ ಸರಿಯಾಗಿ ಪಾಲಿಸುತ್ತಿಲ್ಲ.,Supply,Medium,Electronic City,2026-01-21
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,HSR Layout,2026-02-15
ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆಯಲ್ಲಿ ಹರಿಯುತ್ತಿದೆ Yelahanka.,Leakage,Medium,Yelahanka,2026-02-11
The public drain is choked and overflowing heavily.,Drainage,High,Rajajinagar,2025-12-29
neeralli kachara barthide.,Contamination,Medium,Yelahanka,2025-12-08
neeru leak agthide Rajajinagar hatra.,Leakage,Medium,Rajajinagar,2025-12-11
3 days ಇಂದ ನೀರು ಬಂದಿಲ್ಲ.,Supply,High,Whitefield,2026-01-12
Sewage water entering the road.,Drainage,Medium,Jayanagar,2026-02-06
Please clear the blocked drainage near Yelahanka.,Drainage,Medium,Yelahanka,2026-02-21
today ಇಂದ ನೀರು ಬಂದಿಲ್ಲ.,Supply,High,Hebbal,2026-02-21
Water dripping from the street valve near Hebbal.,Leakage,Medium,Hebbal,2026-01-10
"Water timing is not followed, please fix.",Supply,Low,Jayanagar,2025-12-22
"ಟ್ಯಾಪ್ ಸೋರುತ್ತಿದೆ, ದಯವಿಟ್ಟು ಸರಿಪಡಿಸಿ.",Leakage,Medium,Marathahalli,2026-01-12
yaavaga neeru bartade? last night inda kawtidivi.,Supply,Medium,Yelahanka,2026-01-11
"sೊಳ್ಳೆ ಕಾಟ ಹೆಚ್ಚಾಗಿದೆ, drainage clean madi.",Drainage,Medium,Electronic City,2026-02-21
Mosquitoes increasing because of drainage leak.,Drainage,Medium,Electronic City,2026-02-27
Manhole is open and overflowing.,Drainage,High,KR Puram,2026-03-01
"No leakage, just a few drops coming out in Yelahanka.",Leakage,Low,Yelahanka,2026-02-03
Drinking water is contaminated in Electronic City.,Contamination,Medium,Electronic City,2026-01-12
KR Puram ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,KR Puram,2026-01-06
sewage mix agide neeru jote.,Contamination,Medium,Indiranagar,2026-02-27
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,Rajajinagar,2026-02-15
sewage mix agide neeru jote.,Contamination,Medium,Jayanagar,2026-01-02
yaavaga neeru bartade? morning inda kawtidivi.,Supply,Medium,Rajajinagar,2025-12-27
pressure tumba low ide Indiranagar nalli.,Supply,Low,Indiranagar,2025-12-17
"Drainage block agide, vasane barthide KR Puram.",Drainage,Low,KR Puram,2026-01-28
manhole open ide mattu overflow agthide.,Drainage,Medium,Hebbal,2026-01-23
We are not getting water in Indiranagar.,Supply,Medium,Indiranagar,2026-02-26
"No leakage, just a few drops coming out in Whitefield.",Leakage,Low,Whitefield,2026-01-17
bad smll wter cming frm tap.,Contamination,Low,Indiranagar,2025-12-10
The water is brown and has particles in it.,Contamination,High,Indiranagar,2026-02-13
Water is leaking from the main pipe near Hebbal.,Leakage,Medium,Hebbal,2025-12-10
There is a severe water leak at the intersection in KR Puram.,Leakage,Medium,KR Puram,2026-03-05
ನೀರಿನಲ್ಲಿ ಕಸ ಮತ್ತು ಮಣ್ಣು ಬರುತ್ತಿದೆ.,Contamination,Medium,Whitefield,2026-01-20
Continuous water leakage in our area HSR Layout.,Leakage,Medium,HSR Layout,2026-02-03
Manhole is open and overflowing.,Drainage,High,Indiranagar,2025-12-13
Water supply illa 2 days inda.,Supply,High,Jayanagar,2026-02-21
ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆಯಲ್ಲಿ ಹರಿಯುತ್ತಿದೆ HSR Layout.,Leakage,Medium,HSR Layout,2026-01-06
ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆಯಲ್ಲಿ ಹರಿಯುತ್ತಿದೆ HSR Layout.,Leakage,Medium,HSR Layout,2026-01-26
Water is muddy and unhygienic.,Contamination,Medium,Indiranagar,2026-02-17
Huge water leak at KR Puram.,Leakage,Medium,KR Puram,2026-01-19
"drnking watr is nt gud, it is plluted.",Contamination,Medium,Jayanagar,2026-01-10
Mosquitoes increasing because of drainage leak.,Drainage,Medium,Marathahalli,2025-12-23
Sewage water entering the road.,Drainage,Medium,Whitefield,2025-12-09
Manhole is open and overflowing.,Drainage,High,Electronic City,2026-02-09
"sೊಳ್ಳೆ ಕಾಟ ಹೆಚ್ಚಾಗಿದೆ, drainage clean madi.",Drainage,Medium,Yelahanka,2026-01-26
Taps are leaking continuously.,Leakage,Medium,HSR Layout,2026-01-26
Please clear the blocked drainage near Rajajinagar.,Drainage,Medium,Rajajinagar,2025-12-09
morning ಇಂದ ನೀರು ಬಂದಿಲ್ಲ.,Supply,High,Marathahalli,2026-02-01
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,HSR Layout,2026-01-16
